property_id,city,area_sqft,bhk,bathrooms,price_lakh,furnishing
IN14685,Mumbai,1133,4,2,15,Furnished
IN14686,Mumbai,1584,2,3,15,Semi
IN14687,Mumbai,1298,4,1,15.2,Furnished
IN14688,Chennai,1815,3,3,26.13,Furnished
IN14689,Mumbai,1192,2,1,15,Semi
IN14690,Kolkata,2799,4,3,29.16,Semi
IN14691,Chennai,1093,2,2,15,Semi
IN14692,Delhi,698,3,3,15,Furnished
IN14693,Hyderabad,1280,3,1,15,Unfurnished
IN14694,Mumbai,1103,2,1,18.71,Furnished
IN14695,Bangalore,661,3,1,15,Semi
IN14696,Bangalore,560,3,3,15,Furnished
IN14697,Bangalore,1478,2,2,15,Furnished
IN14698,Mumbai,1156,2,3,15,Furnished
IN14699,Chennai,693,3,1,15,Semi
IN14700,Mumbai,1130,1,1,15,Unfurnished
IN14701,Bangalore,1251,2,3,20.03,Semi
IN14702,Delhi,347,2,3,15,Unfurnished
IN14703,Mumbai,1225,1,3,15,Semi
IN14704,Hyderabad,1156,2,3,15,Semi
IN14705,Kolkata,752,4,3,15,Furnished
IN14706,Hyderabad,1053,2,1,20.99,Furnished
IN14707,Bangalore,1525,3,2,15,Semi
IN14708,Chennai,1698,4,2,15,Unfurnished
IN14709,Bangalore,1653,1,2,17.39,Semi
IN14710,Delhi,456,4,2,15,Furnished
IN14711,Hyderabad,300,2,2,15,Unfurnished
IN14712,Mumbai,557,1,3,15,Unfurnished
IN14713,Bangalore,2085,2,2,29.98,Unfurnished
IN14714,Mumbai,1800,3,3,27.57,Furnished
IN14715,Chennai,300,1,1,15,Unfurnished
IN14716,Delhi,1371,3,3,15,Unfurnished
IN14717,Mumbai,958,3,3,15,Furnished
IN14718,Hyderabad,1057,3,2,15,Furnished
IN14719,Bangalore,922,2,1,15,Unfurnished
IN14720,Delhi,1338,3,2,16.64,Unfurnished
IN14721,Kolkata,849,3,2,15,Unfurnished
IN14722,Chennai,1073,2,1,15.63,Unfurnished
IN14723,Kolkata,1056,3,2,15,Furnished
IN14724,Mumbai,600,3,2,15,Unfurnished
IN14725,Hyderabad,964,1,1,17.08,Unfurnished
IN14726,Kolkata,1499,2,2,22.52,Unfurnished
IN14727,Delhi,1355,3,2,26.76,Furnished
IN14728,Kolkata,394,2,1,15,Unfurnished
IN14729,Hyderabad,1676,2,2,17.57,Semi
IN14730,Mumbai,300,4,2,15,Furnished
IN14731,Chennai,1687,1,2,15,Furnished
IN14732,Bangalore,1654,3,1,15,Unfurnished
IN14733,Mumbai,1513,3,2,21.77,Unfurnished
IN14734,Kolkata,1468,2,1,15,Unfurnished
IN14735,Mumbai,300,4,2,15,Semi
IN14736,Bangalore,1057,2,3,15.29,Semi
IN14737,Hyderabad,1470,1,2,19.88,Unfurnished
IN14738,Bangalore,631,1,2,15,Unfurnished
IN14739,Bangalore,300,2,1,15,Furnished
IN14740,Bangalore,1453,4,2,15,Unfurnished
IN14741,Bangalore,484,2,3,15,Semi
IN14742,Chennai,401,3,2,15,Semi
IN14743,Delhi,1573,3,3,20.06,Semi
IN14744,Mumbai,763,2,2,15,Unfurnished
IN14745,Chennai,863,2,3,15,Semi
IN14746,Mumbai,1785,3,1,32.61,Semi
IN14747,Kolkata,631,2,3,15,Furnished
IN14748,Bangalore,1893,4,2,15,Furnished
IN14749,Chennai,582,1,2,15,Unfurnished
IN14750,Hyderabad,2012,2,2,24.08,Unfurnished
IN14751,Mumbai,1675,2,2,34.67,Unfurnished
IN14752,Kolkata,996,4,1,15,Unfurnished
IN14753,Chennai,1114,2,3,17.85,Furnished
IN14754,Kolkata,1464,1,3,21.36,Semi
IN14755,Mumbai,1060,2,2,15,Semi
IN14756,Bangalore,1134,1,3,15,Furnished
IN14757,Chennai,460,2,1,15,Semi
IN14758,Kolkata,2037,3,1,21.74,Semi
IN14759,Delhi,919,1,1,15,Furnished
IN14760,Mumbai,351,3,1,15,Semi
IN14761,Bangalore,1314,4,2,15.94,Semi
IN14762,Kolkata,1333,3,3,15,Furnished
IN14763,Hyderabad,1822,2,2,21.32,Semi
IN14764,Chennai,300,3,3,15,Semi
IN14765,Delhi,1124,4,1,15,Semi
IN14766,Delhi,300,1,2,15,Semi
IN14767,Bangalore,1367,2,3,15,Furnished
IN14768,Delhi,1018,2,2,15,Semi
IN14769,Kolkata,1109,4,2,15.17,Semi
IN14770,Kolkata,1149,3,2,20.34,Semi
IN14771,Hyderabad,300,1,2,15,Semi
IN14772,Hyderabad,1410,4,1,15,Furnished
IN14773,Kolkata,1390,2,1,22.22,Unfurnished
IN14774,Chennai,1013,3,1,15,Furnished
IN14775,Bangalore,2055,3,2,40.24,Unfurnished
IN14776,Bangalore,519,3,1,15,Unfurnished
IN14777,Bangalore,880,1,1,15,Semi
IN14778,Kolkata,900,3,3,15,Unfurnished
IN14779,Kolkata,1650,2,2,21.57,Semi
IN14780,Hyderabad,1260,1,2,20.48,Unfurnished
IN14781,Hyderabad,826,3,1,15,Furnished
IN14782,Kolkata,791,3,2,15,Furnished
IN14783,Bangalore,1339,3,1,15,Furnished
IN14784,Hyderabad,1038,1,3,15,Semi
IN14785,Mumbai,1258,3,3,15,Furnished
IN14786,Bangalore,1223,3,2,15.71,Unfurnished
IN14787,Chennai,1294,4,3,16.7,Unfurnished
IN14788,Chennai,1284,3,1,15,Semi
IN14789,Mumbai,300,1,2,15,Semi
IN14790,Kolkata,311,3,3,15,Furnished
IN14791,Hyderabad,1003,2,3,15,Semi
IN14792,Delhi,519,4,1,15,Semi
IN14793,Bangalore,1259,4,1,18.36,Semi
IN14794,Delhi,961,3,1,15,Furnished
IN14795,Delhi,1326,3,3,16.44,Furnished
IN14796,Delhi,1742,3,2,23.92,Semi
IN14797,Chennai,1165,1,2,15,Semi
IN14798,Kolkata,1577,3,2,15.52,Semi
IN14799,Delhi,1729,1,2,15,Unfurnished
IN14800,Kolkata,1167,4,3,15,Furnished
IN14801,Hyderabad,1640,4,2,15,Unfurnished
IN14802,Bangalore,1812,2,2,16.22,Unfurnished
IN14803,Delhi,1470,2,2,15,Semi
IN14804,Hyderabad,1153,4,2,15,Unfurnished
IN14805,Bangalore,537,3,3,15,Furnished
IN14806,Mumbai,480,3,2,15,Semi
IN14807,Mumbai,879,3,3,15,Semi
IN14808,Hyderabad,998,3,2,15.15,Unfurnished
IN14809,Delhi,1792,2,2,19.46,Semi
IN14810,Bangalore,1605,2,2,17.93,Unfurnished
IN14811,Kolkata,1077,2,2,15,Furnished
IN14812,Hyderabad,769,3,2,15,Furnished
IN14813,Delhi,420,3,1,15,Unfurnished
IN14814,Chennai,872,2,1,15,Unfurnished
IN14815,Delhi,1611,4,1,27.1,Furnished
IN14816,Bangalore,1414,3,3,15,Unfurnished
IN14817,Hyderabad,1531,3,2,27.71,Unfurnished
IN14818,Hyderabad,2251,2,2,15,Unfurnished
IN14819,Delhi,749,4,1,15,Unfurnished
IN14820,Kolkata,1842,4,2,15.54,Furnished
IN14821,Bangalore,1672,4,2,24.23,Unfurnished
IN14822,Chennai,1041,4,3,15,Semi
IN14823,Chennai,1342,4,2,15,Furnished
IN14824,Kolkata,1593,1,3,25.4,Semi
IN14825,Bangalore,1012,2,2,18.01,Unfurnished
IN14826,Hyderabad,716,4,2,15,Semi
IN14827,Mumbai,1514,2,1,15,Semi
IN14828,Hyderabad,1080,3,1,21.4,Unfurnished
IN14829,Delhi,2062,2,3,38.21,Furnished
IN14830,Bangalore,1088,2,1,16.85,Unfurnished
IN14831,Kolkata,1327,2,2,27.01,Semi
IN14832,Chennai,630,3,3,15,Furnished
IN14833,Delhi,1240,3,2,15.13,Furnished
IN14834,Hyderabad,1373,3,3,17.22,Furnished
IN14835,Bangalore,700,3,2,15,Unfurnished
IN14836,Bangalore,752,4,2,15,Unfurnished
IN14837,Hyderabad,447,2,2,15,Unfurnished
IN14838,Mumbai,1310,4,1,19.59,Furnished
IN14839,Chennai,350,3,3,15,Semi
IN14840,Kolkata,1147,4,2,26.21,Semi
IN14841,Kolkata,929,2,2,15,Semi
IN14842,Kolkata,319,4,1,15,Unfurnished
IN14843,Bangalore,300,4,2,15,Unfurnished
IN14844,Mumbai,1193,2,1,15.55,Semi
IN14845,Delhi,473,4,1,15,Furnished
IN14846,Chennai,300,4,1,15,Unfurnished
IN14847,Hyderabad,300,3,3,15,Semi
IN14848,Chennai,1157,2,2,15,Furnished
IN14849,Hyderabad,1187,3,3,23.46,Furnished
IN14850,Bangalore,999,3,2,15,Semi
IN14851,Kolkata,1656,2,3,15,Unfurnished
IN14852,Delhi,949,2,2,15,Unfurnished
IN14853,Chennai,1282,1,2,16.86,Semi
IN14854,Mumbai,902,4,2,15,Unfurnished
IN14855,Mumbai,300,2,2,15,Furnished
IN14856,Delhi,692,3,3,15,Unfurnished
IN14857,Mumbai,300,2,1,15,Furnished
IN14858,Bangalore,1072,4,2,15,Semi
IN14859,Hyderabad,300,3,2,15,Semi
IN14860,Bangalore,941,1,1,15,Semi
IN14861,Bangalore,781,2,2,15,Furnished
IN14862,Bangalore,1311,3,2,15,Unfurnished
IN14863,Mumbai,1634,3,2,28.33,Furnished
IN14864,Chennai,1312,4,2,16.85,Furnished
IN14865,Kolkata,991,2,2,16.23,Furnished
IN14866,Kolkata,817,1,3,15,Furnished
IN14867,Delhi,1879,4,3,24.24,Semi
IN14868,Mumbai,635,1,2,15,Furnished
IN14869,Delhi,1362,2,1,15,Furnished
IN14870,Delhi,1617,4,2,31.78,Furnished
IN14871,Delhi,1095,2,2,15,Unfurnished
IN14872,Chennai,1297,2,2,15,Furnished
IN14873,Chennai,1228,4,2,15,Unfurnished
IN14874,Kolkata,1448,4,1,15,Unfurnished
IN14875,Chennai,724,4,1,15,Unfurnished
IN14876,Bangalore,1395,1,3,16.71,Unfurnished
IN14877,Mumbai,1260,3,3,15,Furnished
IN14878,Kolkata,1271,1,1,15,Furnished
IN14879,Delhi,754,2,1,15,Unfurnished
IN14880,Hyderabad,767,3,2,15,Furnished
IN14881,Hyderabad,1548,3,3,15,Unfurnished
IN14882,Chennai,1071,2,3,15,Unfurnished
IN14883,Chennai,1269,4,3,16.93,Unfurnished
IN14884,Chennai,1355,1,2,15,Furnished
IN14885,Kolkata,2303,3,2,26.11,Unfurnished
IN14886,Bangalore,832,4,2,15,Furnished
IN14887,Hyderabad,1344,1,2,15,Unfurnished
IN14888,Bangalore,1465,3,2,16.61,Furnished
IN14889,Hyderabad,1094,4,3,15.61,Semi
IN14890,Hyderabad,423,4,2,15,Furnished
IN14891,Kolkata,639,4,1,15,Unfurnished
IN14892,Delhi,300,3,1,15,Semi
IN14893,Chennai,1132,1,2,15,Furnished
IN14894,Mumbai,823,1,2,15,Unfurnished
IN14895,Kolkata,608,4,1,15,Furnished
IN14896,Chennai,1223,1,1,22.86,Semi
IN14897,Delhi,1146,3,2,15,Semi
IN14898,Chennai,937,3,1,15,Semi
IN14899,Kolkata,803,4,1,15,Semi
IN14900,Chennai,572,3,1,15,Furnished
IN14901,Kolkata,300,4,3,15,Furnished
IN14902,Mumbai,1498,1,3,23.14,Unfurnished
IN14903,Bangalore,677,2,3,15,Unfurnished
IN14904,Mumbai,1220,3,1,15,Furnished
IN14905,Bangalore,1511,2,1,25.91,Furnished
IN14906,Chennai,824,3,2,15,Furnished
IN14907,Kolkata,866,4,3,15,Furnished
IN14908,Kolkata,741,1,2,15,Unfurnished
IN14909,Delhi,1911,4,3,32.45,Unfurnished
IN14910,Hyderabad,1313,1,1,17.87,Unfurnished
IN14911,Mumbai,1506,2,2,15,Unfurnished
IN14912,Bangalore,1623,2,2,21.93,Furnished
IN14913,Hyderabad,1163,4,2,15,Unfurnished
IN14914,Kolkata,773,3,1,15,Semi
IN14915,Chennai,1058,2,1,15,Unfurnished
IN14916,Hyderabad,1416,1,1,15.76,Semi
IN14917,Bangalore,1231,3,2,15,Unfurnished
IN14918,Bangalore,664,2,3,15,Furnished
IN14919,Chennai,1122,2,2,15,Unfurnished
IN14920,Kolkata,1447,2,3,15.47,Semi
IN14921,Chennai,418,4,1,15,Semi
IN14922,Delhi,1688,1,3,19.7,Unfurnished
IN14923,Hyderabad,1141,1,1,15,Unfurnished
IN14924,Chennai,1108,3,2,15,Semi
IN14925,Kolkata,300,3,1,15,Unfurnished
IN14926,Kolkata,1042,2,3,15.4,Unfurnished
IN14927,Kolkata,300,2,3,15,Furnished
IN14928,Bangalore,300,1,2,15,Unfurnished
IN14929,Delhi,692,2,3,15,Furnished
IN14930,Mumbai,692,2,1,15,Furnished
IN14931,Bangalore,1340,2,2,15,Furnished
IN14932,Chennai,1480,3,2,17.61,Unfurnished
IN14933,Kolkata,919,4,1,16.93,Furnished
IN14934,Chennai,1404,1,2,20.41,Semi
IN14935,Delhi,1774,2,2,29.52,Semi
IN14936,Hyderabad,1173,3,2,15,Unfurnished
IN14937,Delhi,1137,4,1,15,Furnished
IN14938,Chennai,433,3,1,15,Semi
IN14939,Mumbai,300,3,3,15,Furnished
IN14940,Hyderabad,706,3,3,15,Furnished
IN14941,Mumbai,300,3,1,15,Furnished
IN14942,Delhi,1424,3,2,24.79,Semi
IN14943,Hyderabad,2246,3,2,35.57,Semi
IN14944,Bangalore,1242,1,1,15,Semi
IN14945,Kolkata,1182,2,2,26.26,Semi
IN14946,Bangalore,1081,1,2,15,Unfurnished
IN14947,Mumbai,604,2,2,15,Semi
IN14948,Hyderabad,1224,2,3,21.67,Furnished
IN14949,Chennai,1237,2,2,15,Semi
IN14950,Hyderabad,1278,2,2,17.91,Furnished
IN14951,Bangalore,1092,3,2,15,Semi
IN14952,Hyderabad,1431,2,3,15,Furnished
IN14953,Hyderabad,694,2,1,15,Unfurnished
IN14954,Chennai,1973,1,2,31.48,Furnished
IN14955,Hyderabad,954,4,2,15,Unfurnished
IN14956,Mumbai,529,1,2,15,Furnished
IN14957,Kolkata,500,1,3,15,Unfurnished
IN14958,Bangalore,937,4,3,15,Unfurnished
IN14959,Hyderabad,457,3,2,15,Unfurnished
IN14960,Mumbai,1097,3,2,15,Furnished
IN14961,Kolkata,571,2,2,15,Furnished
IN14962,Mumbai,1336,3,3,16.87,Furnished
IN14963,Hyderabad,1247,4,2,15,Semi
IN14964,Kolkata,1236,3,3,20.57,Unfurnished
IN14965,Hyderabad,1955,4,1,17.5,Semi
IN14966,Chennai,1468,2,2,29.19,Unfurnished
IN14967,Kolkata,781,2,3,15,Semi
IN14968,Mumbai,607,4,1,15,Semi
IN14969,Delhi,653,3,1,15,Furnished
IN14970,Hyderabad,928,1,1,15,Unfurnished
IN14971,Chennai,1493,1,3,28.36,Semi
IN14972,Kolkata,1392,2,2,19.76,Unfurnished
IN14973,Delhi,889,2,3,15,Semi
IN14974,Mumbai,1062,4,3,15,Semi
IN14975,Kolkata,802,2,1,15,Furnished
IN14976,Chennai,1026,2,3,15,Unfurnished
IN14977,Delhi,1282,3,2,15.87,Semi
IN14978,Chennai,740,3,3,15,Semi
IN14979,Mumbai,1031,1,2,15,Unfurnished
IN14980,Mumbai,941,2,2,15,Semi
IN14981,Chennai,1385,4,3,16.74,Semi
IN14982,Mumbai,1500,1,1,19.79,Furnished
IN14983,Delhi,1046,3,2,18.92,Semi
IN14984,Mumbai,1658,1,1,24.9,Furnished
IN14985,Delhi,1309,2,3,15.06,Unfurnished
IN14986,Mumbai,1577,3,2,24.34,Unfurnished
IN14987,Hyderabad,1043,2,2,15,Semi
IN14988,Hyderabad,1547,4,2,15,Furnished
IN14989,Hyderabad,1190,1,1,16.73,Furnished
IN14990,Mumbai,725,2,2,15,Furnished
IN14991,Hyderabad,1275,1,1,15,Unfurnished
IN14992,Mumbai,1691,1,2,26.01,Unfurnished
IN14993,Bangalore,727,3,2,15,Furnished
IN14994,Chennai,556,4,2,15,Semi
IN14995,Bangalore,689,3,1,15,Furnished
IN14996,Kolkata,992,1,2,15,Unfurnished
IN14997,Kolkata,557,2,2,15,Unfurnished
IN14998,Bangalore,1204,4,3,15,Unfurnished
IN14999,Hyderabad,633,3,2,15,Unfurnished
IN15000,Mumbai,1088,2,3,21.38,Unfurnished
IN15001,Chennai,702,1,2,15,Semi
IN15002,Mumbai,1074,1,3,15,Unfurnished
IN15003,Chennai,2346,2,1,28.2,Furnished
IN15004,Chennai,1642,2,1,23.84,Unfurnished
IN15005,Hyderabad,573,3,3,15,Semi
IN15006,Kolkata,750,4,2,15,Furnished
IN15007,Kolkata,778,2,2,15,Furnished
IN15008,Hyderabad,1263,2,2,16.37,Unfurnished
IN15009,Chennai,982,2,2,15,Semi
IN15010,Chennai,552,3,3,15,Unfurnished
IN15011,Delhi,1339,2,2,15,Furnished
IN15012,Mumbai,1296,3,1,15,Unfurnished
IN15013,Bangalore,1710,2,3,25.98,Unfurnished
IN15014,Chennai,561,1,3,15,Unfurnished
IN15015,Chennai,371,2,2,15,Furnished
IN15016,Mumbai,1152,3,1,15,Semi
IN15017,Delhi,1408,2,2,18.05,Semi
IN15018,Delhi,1784,4,1,15.73,Furnished
IN15019,Hyderabad,1503,2,3,15,Unfurnished
IN15020,Chennai,1818,2,1,23.14,Furnished
IN15021,Delhi,2510,4,2,32.63,Furnished
IN15022,Delhi,1341,1,1,22.54,Semi
IN15023,Kolkata,1006,3,3,15,Furnished
IN15024,Mumbai,1307,4,1,20.43,Unfurnished
IN15025,Chennai,1662,2,2,21.65,Furnished
IN15026,Chennai,872,2,2,15,Semi
IN15027,Bangalore,1430,4,2,22.24,Semi
IN15028,Kolkata,300,4,1,15,Furnished
IN15029,Chennai,1432,3,2,15,Semi
IN15030,Kolkata,1755,1,3,31.45,Unfurnished
IN15031,Mumbai,965,2,2,15,Unfurnished
IN15032,Delhi,791,3,2,15,Furnished
IN15033,Delhi,1579,2,3,15.62,Semi
IN15034,Chennai,616,3,3,15,Furnished
IN15035,Mumbai,1683,1,1,18.98,Semi
IN15036,Kolkata,958,3,3,15.24,Furnished
IN15037,Bangalore,717,3,2,15,Unfurnished
IN15038,Chennai,300,3,1,15,Unfurnished
IN15039,Chennai,337,3,2,15,Furnished
IN15040,Bangalore,1676,3,3,16.09,Furnished
IN15041,Hyderabad,1706,2,2,35.52,Unfurnished
IN15042,Hyderabad,1445,3,1,17.53,Furnished
IN15043,Delhi,1419,3,1,15,Semi
IN15044,Bangalore,1515,3,3,15,Furnished
IN15045,Mumbai,1241,2,2,15,Furnished
IN15046,Chennai,1073,4,2,18.7,Semi
IN15047,Chennai,902,3,2,15,Furnished
IN15048,Hyderabad,782,4,2,15,Semi
IN15049,Mumbai,1409,2,2,20.89,Unfurnished
IN15050,Chennai,1256,3,2,15,Furnished
IN15051,Kolkata,1454,3,2,16.63,Unfurnished
IN15052,Bangalore,1854,1,3,22.38,Furnished
IN15053,Chennai,1459,2,2,15.8,Unfurnished
IN15054,Hyderabad,1154,4,1,15,Furnished
IN15055,Delhi,720,3,2,15,Unfurnished
IN15056,Kolkata,1027,2,1,15,Furnished
IN15057,Delhi,627,3,2,15,Semi
IN15058,Hyderabad,1400,2,2,20.26,Unfurnished
IN15059,Hyderabad,2010,2,3,22.0,Semi
IN15060,Kolkata,1348,2,2,15.68,Unfurnished
IN15061,Delhi,1166,3,2,15,Unfurnished
IN15062,Hyderabad,777,2,2,15,Furnished
IN15063,Chennai,1487,4,2,21.27,Unfurnished
IN15064,Hyderabad,758,1,2,15,Furnished
IN15065,Chennai,726,3,3,15,Furnished
IN15066,Kolkata,944,3,3,15,Furnished
IN15067,Chennai,1891,2,3,21.0,Unfurnished
IN15068,Delhi,1063,2,2,15,Semi
IN15069,Delhi,1334,2,2,15,Furnished
IN15070,Bangalore,916,2,1,15,Semi
IN15071,Chennai,1376,3,2,15,Semi
IN15072,Chennai,300,4,3,15,Furnished
IN15073,Mumbai,300,4,2,15,Furnished
IN15074,Kolkata,780,3,3,15,Semi
IN15075,Mumbai,829,3,2,15,Unfurnished
IN15076,Mumbai,975,3,2,15,Furnished
IN15077,Kolkata,596,2,2,15,Semi
IN15078,Hyderabad,1845,2,1,15,Semi
IN15079,Delhi,1175,4,2,15,Furnished
IN15080,Delhi,1584,3,2,15,Unfurnished
IN15081,Delhi,431,2,2,15,Furnished
IN15082,Chennai,1125,2,3,17.92,Furnished
IN15083,Mumbai,741,3,2,15,Unfurnished
IN15084,Delhi,871,1,3,15,Furnished
IN15085,Delhi,937,2,2,15,Semi
IN15086,Chennai,395,2,3,15,Furnished
IN15087,Chennai,1353,3,3,15,Unfurnished
IN15088,Chennai,1303,3,2,15,Unfurnished
IN15089,Mumbai,418,3,3,15,Unfurnished
IN15090,Kolkata,869,1,2,15,Unfurnished
IN15091,Kolkata,712,2,2,15,Unfurnished
IN15092,Bangalore,1067,2,2,15,Unfurnished
IN15093,Delhi,939,2,2,15,Furnished
IN15094,Mumbai,300,4,1,15,Semi
IN15095,Kolkata,1510,2,3,15.32,Furnished
IN15096,Chennai,1620,2,3,15.82,Furnished
IN15097,Hyderabad,663,3,2,15,Semi
IN15098,Kolkata,1181,2,3,15,Furnished
IN15099,Chennai,987,1,3,19.46,Furnished
IN15100,Hyderabad,1031,3,3,15,Semi
IN15101,Bangalore,756,3,2,15,Semi
IN15102,Chennai,905,2,1,15,Furnished
IN15103,Chennai,690,2,2,15,Semi
IN15104,Chennai,1437,3,3,15,Unfurnished
IN15105,Bangalore,814,2,1,15,Unfurnished
IN15106,Bangalore,1972,2,2,21.8,Unfurnished
IN15107,Kolkata,1127,4,2,21.66,Unfurnished
IN15108,Kolkata,1796,3,2,15.23,Unfurnished
IN15109,Kolkata,1362,4,1,15,Furnished
IN15110,Chennai,973,4,3,15,Furnished
IN15111,Hyderabad,851,2,2,15,Furnished
IN15112,Kolkata,1565,1,2,20.97,Unfurnished
IN15113,Mumbai,1405,3,3,17.93,Furnished
IN15114,Chennai,960,3,2,15,Unfurnished
IN15115,Kolkata,1316,4,2,15,Furnished
IN15116,Kolkata,1035,1,2,15,Unfurnished
IN15117,Hyderabad,1076,2,3,15,Furnished
IN15118,Kolkata,722,1,1,15,Furnished
IN15119,Hyderabad,468,2,1,15,Furnished
IN15120,Chennai,1108,2,2,21.63,Unfurnished
IN15121,Bangalore,995,2,3,15,Unfurnished
IN15122,Kolkata,646,3,1,15,Furnished
IN15123,Hyderabad,946,4,2,15,Unfurnished
IN15124,Delhi,1055,2,2,16.21,Furnished
IN15125,Hyderabad,1125,4,2,15,Unfurnished
IN15126,Kolkata,2026,2,3,38.77,Unfurnished
IN15127,Delhi,300,2,2,15,Unfurnished
IN15128,Delhi,798,4,2,15,Furnished
IN15129,Delhi,1114,2,2,15,Semi
IN15130,Chennai,1331,4,2,15,Unfurnished
IN15131,Hyderabad,1089,2,2,17.94,Semi
IN15132,Delhi,1516,3,2,15,Unfurnished
IN15133,Delhi,1111,4,2,15,Unfurnished
IN15134,Mumbai,877,4,2,15,Furnished
IN15135,Mumbai,1868,3,3,18.0,Semi
IN15136,Kolkata,1143,4,1,15,Unfurnished
IN15137,Chennai,1655,2,3,29.29,Semi
IN15138,Mumbai,683,4,3,15,Unfurnished
IN15139,Bangalore,816,3,2,15,Semi
IN15140,Mumbai,1376,1,1,16.05,Unfurnished
IN15141,Delhi,749,2,1,15,Semi
IN15142,Kolkata,1202,2,2,15,Unfurnished
IN15143,Chennai,1703,4,1,15.55,Unfurnished
IN15144,Mumbai,1301,1,1,15,Semi
IN15145,Mumbai,1256,2,2,15,Unfurnished
IN15146,Kolkata,1151,3,3,16.56,Semi
IN15147,Bangalore,950,3,3,15,Furnished
IN15148,Hyderabad,1117,2,2,15.41,Unfurnished
IN15149,Bangalore,1383,4,2,23.9,Semi
IN15150,Kolkata,300,4,2,15,Furnished
IN15151,Delhi,875,2,3,15,Unfurnished
IN15152,Kolkata,373,3,1,15,Unfurnished
IN15153,Hyderabad,1611,1,2,25.35,Semi
IN15154,Hyderabad,1646,3,2,19.0,Furnished
IN15155,Kolkata,300,4,1,15,Semi
IN15156,Bangalore,300,4,1,15,Furnished
IN15157,Delhi,811,3,2,15,Furnished
IN15158,Bangalore,475,3,2,15,Semi
IN15159,Bangalore,1340,2,1,15.18,Semi
IN15160,Kolkata,1023,1,3,15,Semi
IN15161,Chennai,1391,3,1,15.77,Semi
IN15162,Delhi,1123,1,1,15,Unfurnished
IN15163,Chennai,1268,2,2,18.2,Semi
IN15164,Delhi,1008,2,2,15,Semi
IN15165,Bangalore,1002,3,1,15,Furnished
IN15166,Hyderabad,1165,2,1,15,Semi
IN15167,Delhi,1220,2,2,20.58,Furnished
IN15168,Hyderabad,1110,2,3,15,Furnished
IN15169,Delhi,938,3,1,15,Semi
IN15170,Delhi,1471,2,2,35.7,Semi
IN15171,Bangalore,1124,1,2,15,Unfurnished
IN15172,Delhi,1841,3,3,15,Unfurnished
IN15173,Chennai,629,3,3,15,Semi
IN15174,Hyderabad,939,2,2,15,Semi
IN15175,Mumbai,442,3,2,15,Semi
IN15176,Hyderabad,1421,1,2,25.72,Semi
IN15177,Kolkata,621,1,1,15,Unfurnished
IN15178,Mumbai,1122,3,3,18.7,Furnished
IN15179,Bangalore,903,3,3,15,Semi
IN15180,Chennai,300,3,2,15,Furnished
IN15181,Delhi,2007,3,2,19.61,Furnished
IN15182,Kolkata,835,2,2,15,Unfurnished
IN15183,Mumbai,2032,3,2,25.93,Furnished
IN15184,Delhi,1304,4,2,21.98,Semi
IN15185,Mumbai,300,2,1,15,Unfurnished
IN15186,Chennai,455,3,1,15,Semi
IN15187,Mumbai,886,1,1,15,Furnished
IN15188,Mumbai,1214,2,2,15,Unfurnished
IN15189,Delhi,479,2,2,15,Unfurnished
IN15190,Hyderabad,1493,3,3,15,Semi
IN15191,Bangalore,1514,3,1,25.23,Semi
IN15192,Hyderabad,1066,4,1,15,Semi
IN15193,Delhi,643,2,1,15,Semi
IN15194,Chennai,775,4,2,15,Unfurnished
IN15195,Hyderabad,1050,2,2,15,Semi
IN15196,Mumbai,973,3,2,15,Furnished
IN15197,Chennai,1641,1,1,24.42,Semi
IN15198,Hyderabad,923,1,2,15.77,Semi
IN15199,Hyderabad,323,2,3,15,Unfurnished
IN15200,Chennai,915,2,2,15,Unfurnished
IN15201,Mumbai,1387,2,1,19.95,Furnished
IN15202,Mumbai,541,3,2,15,Furnished
IN15203,Bangalore,902,3,2,15,Unfurnished
IN15204,Chennai,1455,2,3,25.82,Furnished
IN15205,Chennai,1869,1,2,23.14,Unfurnished
IN15206,Kolkata,705,1,2,15,Semi
IN15207,Hyderabad,814,3,1,15,Furnished
IN15208,Mumbai,1204,3,1,19.96,Unfurnished
IN15209,Mumbai,615,3,2,15,Unfurnished
IN15210,Bangalore,1190,4,1,15,Semi
IN15211,Bangalore,637,1,2,15,Semi
IN15212,Hyderabad,574,3,2,15,Semi
IN15213,Mumbai,364,2,2,15,Furnished
IN15214,Hyderabad,300,1,2,15,Furnished
IN15215,Mumbai,1878,3,1,24.74,Unfurnished
IN15216,Hyderabad,1177,4,2,15,Unfurnished
IN15217,Kolkata,985,3,3,15,Unfurnished
IN15218,Hyderabad,1260,2,2,15,Unfurnished
IN15219,Bangalore,1382,3,1,15,Unfurnished
IN15220,Delhi,1679,2,2,25.96,Furnished
IN15221,Delhi,1543,3,2,21.11,Unfurnished
IN15222,Chennai,1246,1,2,15,Semi
IN15223,Mumbai,880,2,3,15,Unfurnished
IN15224,Bangalore,1494,1,3,26.08,Furnished
IN15225,Chennai,1903,4,2,33.92,Unfurnished
IN15226,Delhi,1531,2,2,21.16,Unfurnished
IN15227,Bangalore,1476,3,2,26.69,Furnished
IN15228,Mumbai,1338,4,1,19.68,Semi
IN15229,Bangalore,1214,1,3,15,Furnished
IN15230,Chennai,1328,2,2,15,Semi
IN15231,Bangalore,1771,4,2,27.24,Unfurnished
